Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,"1,385","1,413",
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,"1,589","1,604",
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,"1,185","1,190",
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,"5,615","5,701",
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,18,19,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,75,80,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,165,167,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,230,234,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,176,178,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,675,689,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,21,21,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,48,48,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,144,144,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,309,309,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,438,438,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,414,414,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,244,244,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,"1,627","1,627",
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory failure,J96,0-24,11,12,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory failure,J96,25-34,47,48,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory failure,J96,35-44,97,99,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory failure,J96,45-54,270,272,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory failure,J96,55-64,663,678,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory failure,J96,65-74,"1,105","1,120",
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory failure,J96,75-84,"1,352","1,382",
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory failure,J96,85+,"1,031","1,057",
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory failure,J96,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory failure,J96,All Ages,"4,576","4,668",
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,45-54,10,10,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,55-64,20,20,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,65-74,37,37,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,75-84,76,76,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,85+,72,72,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Respiratory arrest,R09.2,All Ages,226,226,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,31,31,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,34,35,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,74,77,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,84,89,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,92,95,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,71,73,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,398,412,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,28,28,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,80,80,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,203,203,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,295,295,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,433,442,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,85+,372,378,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,"1,416","1,431",
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,19,20,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,64,68,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,156,169,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,261,273,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,85+,252,267,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,759,804,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrest,I46,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrest,I46,25-34,23,23,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrest,I46,35-44,28,28,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrest,I46,45-54,82,82,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrest,I46,55-64,159,159,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrest,I46,65-74,288,288,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrest,I46,75-84,353,353,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrest,I46,85+,220,220,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrest,I46,All Ages,"1,161","1,161",
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,15,15,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,49,50,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,112,117,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,183,187,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,173,176,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,541,554,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Heart failure,I50,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Heart failure,I50,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Heart failure,I50,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Heart failure,I50,45-54,20,20,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Heart failure,I50,55-64,57,57,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Heart failure,I50,65-74,83,83,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Heart failure,I50,75-84,142,142,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Heart failure,I50,85+,184,184,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Heart failure,I50,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Heart failure,I50,All Ages,497,497,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,43,45,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,69,70,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,99,99,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,92,95,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,322,328,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,11,12,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,18,20,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,32,36,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,96,105,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,129,139,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,165,176,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,143,156,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,AZ,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,599,650,
01/31/2021,01/04/2020,01/30/2021,AZ,Sepsis,Sepsis,A40-A41,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Sepsis,Sepsis,A40-A41,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,AZ,Sepsis,Sepsis,A40-A41,35-44,22,22,
01/31/2021,01/04/2020,01/30/2021,AZ,Sepsis,Sepsis,A40-A41,45-54,59,59,
01/31/2021,01/04/2020,01/30/2021,AZ,Sepsis,Sepsis,A40-A41,55-64,141,141,
01/31/2021,01/04/2020,01/30/2021,AZ,Sepsis,Sepsis,A40-A41,65-74,204,204,
01/31/2021,01/04/2020,01/30/2021,AZ,Sepsis,Sepsis,A40-A41,75-84,148,148,
01/31/2021,01/04/2020,01/30/2021,AZ,Sepsis,Sepsis,A40-A41,85+,65,65,
